"Case Number","Case Date","Status","Completion Date","Address","City","State","Zip Code","City PIN","County","Council District","Police District","Neighborhood","Latitude","Longitude","Mapping Location"
"1070106","07/31/2012","C","11/01/2017","3317 MOULTON AVE","Kansas City","MO","64127","16100","Jackson","3","East","Washington Wheatley","39.080904","-94.543723","3317 MOULTON AVE   64127 (39.080904, -94.543723)"
"1154579","04/04/2016","C","09/12/2018","2746 Denver Ave","Kansas City","MO","64128","21720","Jackson","3","East","East Community Team South","39.074493","-94.523313","2746 Denver Ave   64128 (39.074493, -94.523313)"
"1047369","08/17/2011","C","06/07/2017","5140 Walrond Ave","Kansas City","MO","64130","36019","Jackson","5","Metro","North Town Fork Creek","39.032285","-94.548211","5140 Walrond Ave   64130 (39.032285, -94.548211)"
"1047184","08/17/2011","C","08/06/2012","5163 SWOPE PKWY","Kansas City","MO","64130","35617","Jackson","5","Metro","North Town Fork Creek","39.030914","-94.541898","5163 SWOPE PKWY   64130 (39.030914, -94.541898)"
"1047783","08/19/2011","C","06/14/2012","11504 STARK AVE","Kansas City","MO","64134","73356","Jackson","6","South","Kirkside","38.914015","-94.488379","11504 STARK AVE   64134 (38.914015, -94.488379)"
"1130854","03/13/2015","C","11/17/2015","2317 OLIVE ST","Kansas City","MO","64127","14252","Jackson","3","Central","Wendell Phillips","39.083694","-94.554144","2317 OLIVE ST   64127 (39.083694, -94.554144)"
"1047280","08/17/2011","C","10/22/2015","3335 South Benton Ave","Kansas City","MO","64128","25486","Jackson","3","East","Oak Park Northwest","39.064828","-94.54931","3335 South Benton Ave   64128 (39.064828, -94.54931)"
"1215861","04/02/2019","C","06/20/2019","3244 Wabash Ave","Kansas City","MO","64109","126140","Jackson","3","Central","Key Coalition","39.066463","-94.554495","3244 Wabash Ave   64109 (39.066463, -94.554495)"
"1079778","11/13/2012","C","05/24/2018","4037 Park Ave","Kansas City","MO","64130","136462","Jackson","3","Central","Ivanhoe Southeast","39.052418","-94.556899","4037 Park Ave   64130 (39.052418, -94.556899)"
"1207312","09/17/2018","C","02/19/2019","8612 Smart Ave","Kansas City","MO","64125","46968","Jackson","4","East","North Blue Ridge","39.106584","-94.481475","8612 Smart Ave   64125 (39.106584, -94.481475)"
"1132791","04/15/2015","C","08/24/2018","5302 Olive St","Kansas City","MO","64130","146004","Jackson","5","Metro","Blue Hills","39.030036","-94.557625","5302 Olive St   64130 (39.030036, -94.557625)"
"1080326","11/26/2012","C","02/10/2016","4043 Paseo","Kansas City","MO","64110","135455","Jackson","3","Central","Ivanhoe Southwest","39.052449","-94.56732","4043 Paseo   64110 (39.052449, -94.56732)"
"1246872","10/05/2020","C","04/15/2021","1812 Bristol Ave","Kansas City","MO","64126","20844","Jackson","3","East","Central Blue Valley And Park Tower Gardens","39.087438","-94.500515","1812 Bristol Ave   64126 (39.087438, -94.500515)"
"1057680","02/21/2012","C","09/17/2013","4530 Prospect Ave","Kansas City","MO","64130","137330","Jackson","3","East","Ivanhoe Southeast","39.043563","-94.554594","4530 Prospect Ave   64130 (39.043563, -94.554594)"
"1153949","03/22/2016","C","09/22/2016","2742 Askew Ave","Kansas City","MO","64128","23760","Jackson","3","East","Ingleside","39.07516","-94.541406","2742 Askew Ave   64128 (39.07516, -94.541406)"
"1065491","05/24/2012","C","08/26/2014","425 White Ave","Kansas City","MO","64123","46251","Jackson","4","East","South Indian Mound","39.107795","-94.511394","425 White Ave   64123 (39.107795, -94.511394)"
"1151422","02/01/2016","C","12/21/2018","2309 Oakley Ave","Kansas City","MO","64127","20113","Jackson","3","East","South Blue Valley","39.082657","-94.517295","2309 Oakley Ave   64127 (39.082657, -94.517295)"
"1167413","10/03/2016","C","09/25/2019","4633 CHESTNUT AVE","Kansas City","MO","64130","34763","Jackson","3","East","Oak Park Southwest","39.041411","-94.551759","4633 CHESTNUT AVE   64130 (39.041411, -94.551759)"
"1069955","07/30/2012","C","09/11/2017","3808 Cleveland Ave","Kansas City","MO","64128","28197","Jackson","3","East","Palestine West And Oak Park Northeast","39.056461","-94.54003","3808 Cleveland Ave   64128 (39.056461, -94.54003)"
"1181624","07/11/2017","C","08/10/2017","5600 Jaudon Ave","Kansas City","MO","64130","36510","Jackson","5","Metro","North Town Fork Creek","39.024443","-94.550436","5600 Jaudon Ave   64130 (39.024443, -94.550436)"
"1156609","05/04/2016","C","06/07/2016","3541 OLIVE ST","Kansas City","MO","64109","260818","Jackson","3","Central","Ivanhoe Northeast","39.061345","-94.555239","3541 OLIVE ST   64109 (39.061345, -94.555239)"
"1190117","12/08/2017","C","07/18/2019","2904 E 21st St","Kansas City","MO","64127","15620","Jackson","3","East","Washington Wheatley","39.086793","-94.54816","2904 E 21st St   64127 (39.086793, -94.54816)"
"1081849","12/31/2012","C","02/07/2013","2925 E 73rd St","Kansas City","MO","64132","3630","Jackson","5","Metro","Noble And Gregory Ridge","38.993971","-94.552691","2925 E 73rd St   64132 (38.993971, -94.552691)"
"1047648","08/18/2011","C","10/15/2014","8140 WABASH AVE","Kansas City","MO","64132","117432","Jackson","5","Metro","Marlborough Heights/Marlboroug","38.978413","-94.559337","8140 WABASH AVE   64132 (38.978413, -94.559337)"
"1190948","12/26/2017","C","02/06/2018","6020 E 28TH TER","Kansas City","MO","64129","21283","Jackson","3","East","South Blue Valley","39.073418","-94.51295","6020 E 28TH TER   64129 (39.073418, -94.51295)"
"1047144","08/17/2011","C","03/22/2016","3816 AGNES AVE","Kansas City","MO","64128","28839","Jackson","3","East","Oak Park Northwest","39.056543","-94.549254","3816 AGNES AVE   64128 (39.056543, -94.549254)"
"1138064","06/18/2015","C","03/10/2016","2712 E 33RD ST","Kansas City","MO","64128","25214","Jackson","3","East","Oak Park Northwest","39.066351","-94.551197","2712 E 33RD ST   64128 (39.066351, -94.551197)"
"1133663","04/29/2015","C","05/18/2015","3612 Bellaire Ave","Kansas City","MO","64129","32484","Jackson","3","East","Dunbar","39.058969","-94.515619","3612 Bellaire Ave   64129 (39.058969, -94.515619)"
"1047859","08/19/2011","C","10/09/2014","2611 E 78TH ST","Kansas City","MO","64132","4685","Jackson","5","Metro","Marlborough East","38.984821","-94.556721","2611 E 78TH ST   64132 (38.984821, -94.556721)"
"1048410","08/24/2011","C","08/21/2014","2437 CLEVELAND AVE","Kansas City","MO","64127","16919","Jackson","3","East","East Community Team South","39.080922","-94.538084","2437 CLEVELAND AVE   64127 (39.080922, -94.538084)"
"1153375","03/10/2016","C","03/06/2017","2317 Jackson Ave","Kansas City","MO","64127","19283","Jackson","3","East","East Community Team South","39.083122","-94.533462","2317 Jackson Ave   64127 (39.083122, -94.533462)"
"1047690","08/18/2011","C","02/06/2014","2806 HIGHLAND AVE","Kansas City","MO","64109","27070","Jackson","3","Central","Mount Hope","39.075362","-94.563247","2806 HIGHLAND AVE   64109 (39.075362, -94.563247)"
"1149132","11/19/2015","C","12/28/2016","6811 AGNES AVE","Kansas City","MO","64132","2828","Jackson","5","Metro","Self Help Neighborhood Council","39.00279","-94.551662","6811 AGNES AVE   64132 (39.00279, -94.551662)"
"1131570","03/25/2015","C","03/30/2016","3740 BENTON BLVD","Kansas City","MO","64128","29155","Jackson","3","East","Oak Park Northwest","39.057349","-94.547009","3740 BENTON BLVD   64128 (39.057349, -94.547009)"
"1048981","08/30/2011","C","03/14/2018","3304 MERSINGTON AVE","Kansas City","MO","64128","26400","Jackson","3","East","Palestine East","39.065473","-94.538449","3304 MERSINGTON AVE   64128 (39.065473, -94.538449)"
"1203451","07/20/2018","C","01/09/2020","3112 CHESTNUT AVE","Kansas City","MO","64128","25290","Jackson","3","East","Santa Fe","39.0692","-94.550907","3112 CHESTNUT AVE   64128 (39.0692, -94.550907)"
"1153160","03/07/2016","C","10/20/2017","4505 E 19TH ST","Kansas City","MO","64127","18477","Jackson","3","East","East Community Team North","39.088424","-94.530036","4505 E 19TH ST   64127 (39.088424, -94.530036)"
"1047521","08/18/2011","C","09/11/2014","2806 Elmwood Ave","Kansas City","MO","64128","22259","Jackson","3","East","East Community Team South","39.074217","-94.529903","2806 Elmwood Ave   64128 (39.074217, -94.529903)"
"1133835","04/30/2015","C","03/21/2016","5621 E 10TH ST","Kansas City","MO","64127","7744","Jackson","4","East","Sheffield","39.099697","-94.515755","5621 E 10TH ST   64127 (39.099697, -94.515755)"
"1215526","03/27/2019","C","05/02/2019","5123 Hardesty Ave","Kansas City","MO","64130","37415","Jackson","5","Metro","Brown Estates","39.031301","-94.521249","5123 Hardesty Ave   64130 (39.031301, -94.521249)"
"1080323","11/26/2012","C","12/21/2012","2418 SPRUCE AVE","Kansas City","MO","64127","19390","Jackson","3","East","East Community Team South","39.081508","-94.533096","2418 SPRUCE AVE   64127 (39.081508, -94.533096)"
"1135015","05/13/2015","C","06/30/2017","1600 Drury Ave","Kansas City","MO","64127","9290","Jackson","3","East","West Blue Valley","39.092725","-94.518592","1600 Drury Ave   64127 (39.092725, -94.518592)"
"1136391","05/29/2015","C","01/09/2019","5045 BROOKLYN AVE","Kansas City","MO","64130","138903","Jackson","3","Metro","Blue Hills","39.034113","-94.559025","5045 BROOKLYN AVE   64130 (39.034113, -94.559025)"
"1047779","08/19/2011","C","02/05/2019","7216 COLLEGE AVE","Kansas City","MO","64132","3344","Jackson","5","Metro","Noble And Gregory Ridge","38.995251","-94.549208","7216 COLLEGE AVE   64132 (38.995251, -94.549208)"
"1154194","03/25/2016","C","01/17/2017","4004 OLIVE ST","Kansas City","MO","64130","136442","Jackson","3","Central","Ivanhoe Southeast","39.053465","-94.556361","4004 OLIVE ST   64130 (39.053465, -94.556361)"
"1055005","12/19/2011","C","05/30/2019","3312 Charlotte St","Kansas City","MO","64109","128484","Jackson","4","Central","North Hyde Park","39.066516","-94.575937","3312 Charlotte St   64109 (39.066516, -94.575937)"
"1049616","09/08/2011","C","11/22/2016","5637 BONITA AVE","Kansas City","MO","64128","21626","Jackson","3","East","South Blue Valley","39.073556","-94.516369","5637 BONITA AVE   64128 (39.073556, -94.516369)"
"1054828","12/13/2011","C","02/07/2013","2023 Brighton Ave","Kansas City","MO","64127","17934","Jackson","3","East","East Community Team North","39.086186","-94.524052","2023 Brighton Ave   64127 (39.086186, -94.524052)"
"1066968","06/14/2012","C","06/06/2013","4122 GARFIELD AVE","Kansas City","MO","64130","136802","Jackson","3","Central","Ivanhoe Southeast","39.051211","-94.559954","4122 GARFIELD AVE   64130 (39.051211, -94.559954)"
"1092231","06/06/2013","C","06/24/2015","2534 OLIVE ST","Kansas City","MO","64127","14724","Jackson","3","Central","Wendell Phillips","39.079548","-94.555008","2534 OLIVE ST   64127 (39.079548, -94.555008)"
"1047434","08/18/2011","C","12/19/2017","6938 COLLEGE AVE","Kansas City","MO","64132","3167","Jackson","5","Metro","Self Help Neighborhood Council","39.000085","-94.548976","6938 COLLEGE AVE   64132 (39.000085, -94.548976)"
"1181728","07/12/2017","C","04/29/2019","5106 E 23RD ST","Kansas City","MO","64127","17791","Jackson","3","East","East Community Team North","39.083633","-94.522981","5106 E 23RD ST   64127 (39.083633, -94.522981)"
"1051501","10/06/2011","C","03/26/2015","2932 PARK AVE","Kansas City","MO","64109","27042","Jackson","3","Central","Key Coalition","39.072364","-94.556539","2932 PARK AVE   64109 (39.072364, -94.556539)"
"1152314","02/19/2016","C","11/27/2018","5409 E 29th St","Kansas City","MO","64128","21949","Jackson","3","East","South Blue Valley","39.072206","-94.51972","5409 E 29th St   64128 (39.072206, -94.51972)"
"1050149","09/14/2011","C","10/04/2017","8620 Smart Ave","Kansas City","MO","64125","46965","Jackson","4","East","North Blue Ridge","39.106672","-94.480748","8620 Smart Ave   64125 (39.106672, -94.480748)"
"1050459","09/20/2011","C","06/27/2012","3417 E 21ST ST","Kansas City","MO","64127","15099","Jackson","3","East","Washington Wheatley","39.086171","-94.542054","3417 E 21ST ST   64127 (39.086171, -94.542054)"
"1081730","12/24/2012","C","07/14/2016","6001 Troost Ave","Kansas City","MO","64110","105085","Jackson","5","Metro","Eastern 49-63","39.017932","-94.57395","6001 Troost Ave   64110 (39.017932, -94.57395)"
"1047625","08/18/2011","C","04/28/2014","5601 E 36th Ter","Kansas City","MO","64128","30945","Jackson","3","East","Dunbar","39.058446","-94.51865","5601 E 36th Ter   64128 (39.058446, -94.51865)"
"1190291","12/12/2017","C","04/15/2019","5616 E 28TH TER","Kansas City","MO","64128","21634","Jackson","3","East","South Blue Valley","39.073264","-94.516877","5616 E 28TH TER   64128 (39.073264, -94.516877)"
"1077291","09/25/2012","C","08/09/2016","6017 E 15th Ter","Kansas City","MO","64126","6579","Jackson","3","East","West Blue Valley","39.092714","-94.511602","6017 E 15th Ter   64126 (39.092714, -94.511602)"
"1178186","05/19/2017","C","06/06/2017","4206 E 7th St","Kansas City","MO","64124","8008","Jackson","3","East","Lykins","39.104124","-94.532355","4206 E 7th St   64124 (39.104124, -94.532355)"
"1118524","07/21/2014","C","02/18/2015","2525 Olive St","Kansas City","MO","64127","14684","Jackson","3","Central","Wendell Phillips","39.079861","-94.554321","2525 Olive St   64127 (39.079861, -94.554321)"
"1212339","01/09/2019","C","10/05/2020","4516 Chestnut Ave","Kansas City","MO","64130","34914","Jackson","3","East","Oak Park Southwest","39.043908","-94.552216","4516 Chestnut Ave   64130 (39.043908, -94.552216)"
"1223070","07/08/2019","C","09/11/2019","3911 Kensington Ave","Kansas City","MO","64130","31597","Jackson","3","East","Vineyard","39.05428","-94.53254","3911 Kensington Ave   64130 (39.05428, -94.53254)"
"1212956","01/29/2019","C","01/09/2020","2800 Prospect Ave","Kansas City","MO","64128","26439","Jackson","3","East","Key Coalition","39.075021","-94.552939","2800 Prospect Ave   64128 (39.075021, -94.552939)"
"1166868","09/23/2016","C","08/09/2017","1321 MONROE AVE","Kansas City","MO","64127","11418","Jackson","3","East","Lykins","39.096264","-94.538531","1321 MONROE AVE   64127 (39.096264, -94.538531)"
"1194223","03/16/2018","C","12/18/2019","6837 Bellefontaine Ave","Kansas City","MO","64132","2769","Jackson","5","Metro","Self Help Neighborhood Council","39.001799","-94.550552","6837 Bellefontaine Ave   64132 (39.001799, -94.550552)"
"1245009","08/24/2020","C","05/21/2021","533 Oakley Ave","Kansas City","MO","64123","45357","Jackson","4","East","South Indian Mound","39.105792","-94.5164","533 Oakley Ave   64123 (39.105792, -94.5164)"
"1195083","04/02/2018","C","10/22/2019","8612 Cambridge Ave","Kansas City","MO","64138","55170","Jackson","5","Metro","Oldham Farms","38.967987","-94.509162","8612 Cambridge Ave   64138 (38.967987, -94.509162)"
"1106718","02/18/2014","C","04/21/2014","4327 ASKEW AVE","Kansas City","MO","64130","33947","Jackson","3","East","Oak Park Southeast","39.046775","-94.54217","4327 ASKEW AVE   64130 (39.046775, -94.54217)"
"1166965","09/26/2016","C","06/06/2018","5108 WABASH AVE","Kansas City","MO","64130","145346","Jackson","5","Metro","Blue Hills","39.033375","-94.556269","5108 WABASH AVE   64130 (39.033375, -94.556269)"
"1084746","03/08/2013","C","01/23/2014","3925 Bellefontaine Ave","Kansas City","MO","64130","29549","Jackson","3","East","Oak Park Southwest","39.054331","-94.547629","3925 Bellefontaine Ave   64130 (39.054331, -94.547629)"
"1241727","06/29/2020","C","07/30/2020","5637 E 27th Ter","Kansas City","MO","64128","21525","Jackson","3","East","South Blue Valley","39.075005","-94.516288","5637 E 27th Ter   64128 (39.075005, -94.516288)"
"1120630","08/19/2014","C","09/23/2014","6916 SOUTH BENTON AVE","Kansas City","MO","64132","3031","Jackson","5","Metro","Self Help Neighborhood Council","39.000948","-94.553592","6916 SOUTH BENTON AVE   64132 (39.000948, -94.553592)"
"1153385","03/10/2016","C","03/06/2017","2534 SPRUCE AVE","Kansas City","MO","64127","19690","Jackson","3","East","East Community Team South","39.078819","-94.533227","2534 SPRUCE AVE   64127 (39.078819, -94.533227)"
"1059097","03/15/2012","C","02/09/2016","3402 Oakley Ave","Kansas City","MO","64128","23485","Jackson","3","East","Dunbar","39.063447","-94.519199","3402 Oakley Ave   64128 (39.063447, -94.519199)"
"1120254","08/13/2014","C","11/30/2015","8435 Flora Ave","Kansas City","MO","64131","122258","Jackson","5","Metro","Marlborough Heights/Marlborough Pride","38.974149","-94.570443","8435 Flora Ave   64131 (38.974149, -94.570443)"
"1198134","05/16/2018","C","06/20/2019","503 BLUE RIDGE BLVD","Kansas City","MO","64125","46925","Jackson","4","East","North Blue Ridge","39.105425","-94.479687","503 BLUE RIDGE BLVD   64125 (39.105425, -94.479687)"
"1047262","08/17/2011","C","08/20/2014","807 GLADSTONE AVE","Kansas City","MO","64124","10268","Jackson","3","East","Independence Plaza","39.102941","-94.545794","807 GLADSTONE AVE   64124 (39.102941, -94.545794)"
"1050325","09/16/2011","C","04/14/2016","2804 E 11th St","Kansas City","MO","64127","10672","Jackson","3","East","Independence Plaza","39.100846","-94.548946","2804 E 11th St   64127 (39.100846, -94.548946)"
"1149446","12/02/2015","C","12/21/2015","3600 Bellaire Ave","Kansas City","MO","64129","32489","Jackson","3","East","Dunbar","39.059672","-94.515577","3600 Bellaire Ave   64129 (39.059672, -94.515577)"
"1142870","08/13/2015","C","05/25/2016","821 E 92nd St","Kansas City","MO","64131","151261","Jackson","5","Metro","Boone Hills","38.960517","-94.579483","821 E 92nd St   64131 (38.960517, -94.579483)"
